ID,preco
161125983096686963551715774966853935353,129114.05
149786487098779079932604937718722546167,67609.43
82865159330185716574718876498180913490,93848.42
330341121168412370869120817048660757361,235442.69
321749243383101771384831259671578569635,155370.94
332284587688029231672069911333129450581,82396.34
48814639719301625788525539017696752510,119685.57
310333670475181716214887780269841308365,69487.9
146067400642563592738543618999500736370,74689.016
277085524159263416468005408045248649177,166631.34
295571151333363528695777400893621841401,121040.58
119205574987012978478276451880752948075,66605.57
242095588993907306471620944508060374174,223236.75
81709535747591510989842069877824610462,122659.67
15848323671865414634182168863145090478,147261.56
145998175230215899308191208624899609601,67646.04
196015598052727600130379279789704352702,132167.58
180024349419380327843159234070791996786,139099.42
84393957089093451386684441360705434680,100884.78
252611373696960182404568442047053612350,201323.84
320603192346586151710015616951615770670,110481.88
232885107743284925726051622596675829242,286047.56
190249439704678534242390020114941396796,76108.89
256422820272973677524453523504837708215,207934.14
276535793783122819818526170874158887999,127089.68
183552244068628862003459132664331721445,88751.695
227314973421136955463152802461516237919,63908.32
69681696505336346357973889859314254600,196798.81
269316870661181099528103976002444258488,74725.195
128561331595683396216422237719004539990,99249.35
145297488656302959040249746388914516471,108552.39
58917214584820841138638409867430474859,131614.44
255341330599262704540564465465257241948,146986.69
88943750403904423882211193683466538084,78571.05
310910585309799441337555954251833949079,154761.84
63193552785558409760157978248444781262,57544.49
258579450435332148831405637593353374130,75811.195
213896251220602527095349942470074589345,254369.92
192539017657160520281474481423887976405,138754.64
92332061513982969944762185254010501705,94395.125
193001554941784690706085872563608368817,99534.38
75527819784571187962199110193099980616,112925.79
47063285741367175295277353123758277742,78984.4
267965721128868562015930409583697225958,115981.92
50940220762624598618525594592546212117,133498.72
278526283875232512486438797895800749452,109452.76
64581794010047170689091129965524968401,101529.484
155670954143914273959315537499853730336,58595.367
168357383490123442485940066378941087064,87210.22
156237096706300493284779269111219114001,272415.5
186898212376822949690313553922281072856,130861.11
159815295722605748196670594054248795533,111188.64
292835379925030498413555446379794152853,119991.58
298828706438321035894683602861355989686,103373.25
61519200800641392598504633559021184251,119342.81
142383175201736274150686729536193682719,73780.96
279510904953396104839941616543562549361,142286.39
192019515019464920897340034309886945197,154755.45
188987908104470547117285491059947238683,103824.195
86503335130539252589575930085525220512,74501.0
121499632395623164711620603043665131122,207926.44
223251930626793769837497075939653261596,181217.86
339043079067466199197919097218233426618,104852.93
206408821724575800098809144313368160727,146229.73
41227077571660459714164824109572627888,126399.42
93590499760051381595969375996271559611,38607.863
103548763887848411696184635919172048722,122289.84
32999934380034043567257544358711791975,215375.67
11597285848694041474958038790479547880,71465.86
14099181007036252790267337857910101065,100214.92
99483316755158959062267950550332086333,297152.8
287461661344676229540767493850097586866,141402.27
298678438882567553309157470675959396678,166085.45
40296380173213352022019178703102300240,99333.63
53891031349909174429713265625110552795,104531.16
10351816839490264400836779865541549707,60473.445
25264689748705324889969432406629913168,80018.58
191416597600111050005212770899263913785,169195.75
313900563813876677367923912910997317835,252597.25
288362370674997073600433840572192819666,318407.34
28246726049248901622097646140437129815,185292.3
13529626492922433822123375198537433734,141901.62
325857743874000454747150258369784626918,98100.36
140980541127567150887204134126879013300,110007.25
190572216849802750842327645117781658998,97533.586
312056818982449997262310371058196308242,122170.336
294447800337469077920405592841190830676,66571.266
69582326712290377670123267424368507042,123352.59
315570046575297731096916713164172196038,249611.8
929477407488224910291995620038388023,55511.977
187084377231660053596686601394042558301,80812.336
200810546512511215687759172629350192280,128245.71
298339540395398234573891800974953888113,107340.17
67661053781971165828839485333659270993,203107.14
10824128957473980185323325903086309502,182450.5
302370931832633166347480954406448511937,233029.64
28065606854640892071002546824657176583,124330.78
282010439859626078893759639851516276513,105494.266
78152255437855808363018495328805734165,172929.69
330428788516779223558140844883049282089,259529.45
307727673345718339322819413175561648721,143868.7
108163779989214413573163951440787096559,203643.58
82188465593192307517422259259817007578,51352.793
25017867074856823529453979346186751520,68915.25
255416836604447310975322407431761385421,199868.2
179074742713365265334600321151855005340,111883.016
65758494877743826816814872778103161865,90348.0
297650152411213114278083863428212684052,54905.45
68876633088097062317284667640435986974,257828.55
84286946302880993576264389865922668087,95261.945
234406464128438789237410698198309595452,104478.664
162035620879158231983508493583638833093,97797.39
330808301097684777212641443419061173730,137657.62
288777926421249469208896901556982838048,146197.69
327490099851025239026391619594691887024,101974.76
146758044822390040596603424147904596294,161094.78
162735324434678754648355054995678327752,105255.72
110170717884645988662987554576889413276,135790.67
275662047464685433169262927865389501307,146231.83
58359267318603402505882825561618738650,93758.84
237922929125526143189799443293159777547,134678.03
61200983639451451523418560205780671820,67291.234
294396956569318899242480306540916778483,102725.57
123379503433070074894692728446802597494,101283.086
30463466119310004091134660502846761287,35048.71
77952954903587773852739967721051915694,122922.18
89845128844677828688367403232018173706,100912.3
170989080450613382988002928275258234279,59556.76
67430275814383452461938812699711434243,99150.43
281700893365048937922755990189660094346,142315.03
116881036242709764174970158060797274741,60324.98
199721872055732590915363460190517898402,216533.36
126900271944451612208039752917681493344,117300.17
53746377842320671679846563294325197717,100110.36
188339679718489642546206547151426834185,122078.27
130783607129038106240796677443716936162,107378.77
322581675777730471943209263954286789424,260033.81
11625123744159096195513488557533145089,67758.836
224861385549853388850357517681978827286,99225.125
265976880351668216356797496645323343696,110265.914
241356076631215431759154692531372590458,90202.79
97218053228828622918167435157394805627,127043.125
175953016452269515438865435008941808148,189757.0
206841329546978447780153428542745668332,54521.95
273292979826243436636773481178429951239,217391.53
66682770124546732346470917263610565861,116965.27
100051815144089517067766888164862079575,142217.47
46593534172646630390493439612295080685,102885.66
302199848155523965593374060863277075053,67984.94
53497851444184315565430241829791178999,82243.65
291608123581028635700196807964991847903,86587.71
51760254549501495816638639541098826238,71537.44
111117183680172393514382032828462932506,132049.34
47814870338540202365008132487425668342,47265.758
29626671662446919148065271971930439455,116131.305
144718309243449779044361791877849770764,137830.56
231214712704263853189545000699465007284,105226.086
292950588503039639130205504667346554276,103954.4
156371036643474641898596813392103386131,150848.3
68115208444232375426300195229252792938,70276.32
166848431576136236695352222141499192897,215104.6
48737640670982057783735426378954513775,109823.484
316383304622383459227358323333113907582,143300.7
17924232496475225486787532084786323621,107178.37
22570233388491591241520840162449031106,119964.17
52273980556454766825027827311878190918,56341.312
183112925910051134504799800454231293649,276336.28
185200417681284243404252727253427152586,301769.78
167988430614355377983151393677317270000,280036.1
85899621912514551956850609052020950129,120432.75
44801160095142594028675834637016636572,95728.63
280344766986789438296611829388135732318,82218.695
45461507246998716236833048423901773332,121766.4
231123541998450010380375876355210958081,140871.94
40086376752288306848911708313745461812,101676.25
175331280423890356054635122993144411697,80563.51
5413292361593166138942299377108885096,171481.92
188609709733357317219821309440569497135,231824.84
77127038160463942590335903852591340784,138701.72
6159106674739264985139788559295227848,70998.625
326156537838995773614491994223310166167,115031.0
17562890935373533129845481915845643767,102617.87
153624945700491628123318975737455647526,236070.58
56798121749860804483268477987799591402,97794.766
296403054212351645259335217689723776337,99376.45
315674763947010160324251709578030138748,140998.06
233418999141807845640279803044042311015,112585.79
113424247324169052605619845514008181149,264390.3
88718838234886356478932303224515037900,185734.25
158242357867305611244314295956994595908,159708.53
180050907811051515642540697055573914638,74771.48
208718402519276222453036225006956058982,119171.85
121973321240780814410769164262295358241,227934.16
190027948453602761860609413670708567389,57186.043
146628616362535824430387055328129616126,241523.22
316511344353507089114471820775361278879,205150.52
45927308745151329208822668773104342646,260554.39
312459762106950083921103543798236671673,71534.68
277270510242400375167361222299507067304,81738.95
65490000658134998082958798215924329706,369737.56
106415666200611460132156162247801041114,127855.72
291008801159868517301850444268749651832,105347.46
284069324121366220253301658267578812297,62604.227
315624667267501301808035051574084302855,99425.76
103335512794819831387497355652869498845,156835.39
2545180518629842633886113009667810387,126870.26
314138839709238470295944894265454313835,81247.91
111687636651188736479469192425193430150,85004.24
39024041605314985698717304206355364209,113578.25
105918162749636100722880025831378047266,174384.14
277635020388776263932108318624389540517,157194.1
144111644304374197075690798170144869640,223050.83
149220409085869982813283205357522855320,159944.56
238448735974835100879759934391793698485,119119.82
11226640079520709849071249934404426008,109667.625
164035050811341222965184360915065969259,153600.52
96101930407794985050095583452276879079,85055.15
72218053762958231791717918371520436844,123898.46
260361840528102192520684221809377101597,108393.25
23147556557555101453598084458882409495,305908.84
168214631535777508346440607914611382492,85083.43
337040103728522557150160939395038141838,125082.766
6751236391654733090425124357479155378,152449.97
147519625730972592938543965655293916646,92089.04
86162418283077542673383954038178267862,108953.65
197638859413296462106262829747252677552,74081.05
18794464486922023699114138681792838308,114347.99
172527459246972597245776766060274494563,402301.75
169154706233372191476843070438383725691,69598.266
38066274568986876891577051963705324231,131438.45
92936337472400638089030349692323152584,68250.62
204529959566322062354452111709488331583,87498.66
36127400069489077476694168171878016858,90626.72
221532118864271535927639177215248214732,142085.9
164534898821257567143264700959033027099,111680.445
82449035412490621556123561781393806354,81311.984
35236399416885227319834901436355076988,127492.21
263273993492311768797184315889285528932,162220.16
183013007617527422322912240660473103432,135265.69
7840003845765351171797199783151364822,198171.84
177957818445309148827659288812197094074,96824.2
126385053622239481667097755267374798622,74868.83
215301008836414641506583034799063568158,99680.64
266965761351957069727243745857637167659,120304.29
272329401050090825895763267816197735588,101889.03
265195309350689844038708945539060309661,175092.08
289395364983758357397971169855278471322,159521.95
332796627438058864291898229042235342951,102733.055
175917551140883141795037990531519543240,134539.0
204406494873846011805635599205887066179,106862.09
50355919954644773036751049470306026156,119119.82
92015484752865775451865546742028550300,130955.445
37102409256457033351888174451887144354,111680.445
223404361152014604224860576223901768673,89709.7
280215138896379949922724969714555028552,287746.84
202170335507077282704168836821454405201,183608.8
227662368694296361284043787553421937425,103547.47
204725069547838545905116552667512171739,108442.73
128661425520519739648368036655067975209,90536.45
22722612604860017843680878975973374585,118065.55
335870961243121279981535856059008748749,88844.1
118859981932795150089792205855747252930,121894.1
74965789536945894253009239149699520762,93972.2
136391401986601538359985346052740970349,118269.5
92296123978569469439327389206528436122,121129.67
255117064556882410599317119194918434485,175150.94
179859791086202145166497212090218511531,240983.56
170672780801231452454320846702722165,87926.57
318937285121422966322345292813455588645,66613.375
296762097240489523457974340074217269188,121799.945
133555035613308891415579740990457962400,103172.92
241293737761935352117492341109609317099,61734.117
11385872783406783869939438947480275142,91511.734
36141366834185512112735367071134310743,127187.24
116538633170460703295171710881766916204,130755.8
176644758405393884344682490885757123709,135536.61
329914256133237980744522513765339137787,135290.0
169082737028583597257844729507831399529,365894.4
212064031353664010861953409740849768978,95385.08
230744060791809800541211130734689409278,112957.5
183584947378883600635831930689811067143,68939.6
290815124032872582790339868752171265167,158012.88
62191759507199989627485970116350540568,83729.14
337063719847417953173670418119011282390,130375.66
39962227771838830570528903234543460580,105671.75
331999479495201650627337597841971737884,141281.64
60264331864246382732781187606587002328,305958.22
224933593477147150433970207428009294755,122628.09
152866156697382859519379834897268538299,241907.78
67308093839605192941188191825411917546,244443.88
128362820340085648341595523659668863704,175195.34
124517832462101351239094427415256324389,113003.81
56729941339379534015954878710602095904,385506.62
311773875287544440312250961163424567042,66174.664
314912633713535174581180374639128406595,261199.84
153679577414829695601261017646990002276,146279.69
106711020169620602313974449037661160439,252624.08
56881347919600842567247819107184357894,61354.637
161872083709664530842117905994699191841,173057.12
81924052478685255522580343435435833772,235270.36
262007119510591378994519430263187291346,95220.336
296748435292428214629267051130429489684,121540.22
249828247379740781234165598483895355357,127772.61
277981095966896346273245895283085819740,69705.3
90234167741659184513155255895940811949,131322.2
194691712153750744852398990985362018473,69492.586
236823484151568051459916798653849558459,98449.555
50375694801583610605098622125725209385,91111.26
187465811568658339312726601581148341441,127232.39
115777228374378619819334671249584202046,127674.56
211091799669710674135635878963533229151,95446.32
320329724074163973884388023741789673036,234297.08
274827734811566087210107668885431666977,325170.72
259075466468728592180737046451687874470,73696.61
259825699062721087694638318987526981011,123854.82
5246425804952073238184429222332926636,130793.52
293051329000567519441119297188276921778,67791.6
3231540028414203433670018289918153255,114062.1
268226706087195522061242392804788613743,149069.69
150744651593610266259146636305450919363,123704.45
323736125910388534357226068300123064948,85524.875
319898420964571147034931155287810971920,155643.02
243630259454790012713117036958491157772,129562.04
210180446917269683105982852465187378298,87432.53
54444708637414054767237168258896112937,188326.34
133986744555645987499983705817413990072,80709.086
250244448666475964042369734288380577388,71299.945
55887131065564844500019282723278814214,113360.49
234265326475981359123999478107509743525,114506.98
9317368551037206228936339951310175961,107270.88
104524351861916495443026614432722770807,116214.22
26264335864853898222111403283312743618,133143.67
298982937635192579117121148751775959271,338443.16
96422912548463747287433975142976025111,236545.42
55479551389251582199207158372128462866,115456.41
70416597313137906229931576437334103003,124495.81
110157631634724582210490067636737247624,96068.43
4468858457543132718423567204882102045,133289.69
316972191024207549673225894265638618714,83964.01
313779704452684182593253449432589350624,68339.5
331349742528197359475933855906436493370,134765.66
181731657063580518307883715268222983108,104981.414
126723369549827863066455614484306345240,49506.86
194367131005549786987629629984447848633,98881.79
95873882560128687070893113620882816186,138925.14
172629951221474183349925121661228636139,122289.84
54007063048272836843163826111579005630,59833.34
255355683145393292864393565010987674006,121758.0
101496149631403709299058604450147042146,81792.72
15489067752769554864499783507678702265,120762.94
162906594535534700842355177470068359574,102982.99
221376067392104453771659515786994880311,116568.86
249115671674349388882271454610773898701,109288.4
31827184961681588338922225107109979250,157539.23
290054664828736342683552786675361660226,120897.59
214386485127748125403393796304088116779,42137.95
87676138756704731271285529296544682269,192034.1
287981257133695553250952364560859097935,125733.94
219472680955815008332297485032544104509,89868.17
64822638888735927182924949296131933241,80850.664
331847510321724520651241067769811487102,135536.61
176319707233738456657157012123615619883,105695.5
21847454048307710660574754283326757755,259779.97
178707497948317601055163931456415665437,91708.14
27810879916578751734526206007722188224,172555.8
111926006780044181097317107534990505116,92796.45
280697464284526580793156521597601193820,136903.23
258079370502877823260302943231494904423,69566.445
107742716556252594441465304974350469614,78064.75
124921033087156631176835017182354138408,118210.12
259356718937726802321852241810601569598,330235.03
81103988643347861425784459889720439300,124753.54
297853622231897754153292016465620687504,81551.19
81773933537611760394182001165337385908,129848.375
208929469595869208522286717248520602898,288061.66
151479305812246296978060331674468422000,262831.75
295569090265465964010686012162313450011,75142.586
140783270136421213652990591057382827509,122407.13
74037721291516914561855789130173076591,134223.72
98333829249884475641014683033150081619,290024.84
260023981107718268413229788682872899046,134847.34
328258231093863433614459920714191263059,94957.27
263452152420585174538638921667274833603,113278.47
51586084107767672841702930516170103969,137895.75
283897028849011973944747183885229932017,202250.38
331138461195075167485737825888794572973,106219.39
228567136837123248142184771183777772953,134584.97
297457385992771660913967918912551170998,84377.76
291162305270683110280658422166344494029,81394.68
286655674068628645138151923431372941368,144856.64
318789464169846730064539026634903897484,101251.734
106776643994191986533337321242244670439,99280.695
48392888309158853856188824058289876147,119171.85
328872816646902379462293159937046722468,71327.75
86642223993228367535264339891362309051,107168.66
214229203584256123680821853619054432300,87935.33
165741271975315306368680626170825834688,120524.6
31983855508080163141987259838853389518,48588.11
224364418376208903830838382547271085465,90565.76
177889796794421615403202522992143264890,155647.89
126801676429752232838529607158707401846,176060.53
124661190141457513323186551627753051082,96023.38
7041697892127341987001143549758114720,103560.234
193129238635403926232841707384878455120,119128.66
324896150788986012942811388542949704634,125831.875
326164667304114973104339624194608886222,134637.72
215952799460166033107928595284358051489,209587.94
167156262573964009197930660487167824052,49712.793
18856604109131417536085073141053417823,92422.06
271610976519587376264257992818210627581,190580.16
194184145565459708677874268613757157439,81368.195
289827076414404499159888406196751247374,127414.42
161773394776690126554769983912267648658,185322.22
138402617857733106369787017206351809951,86169.77
20591772586395542399039033716079257576,126935.11
69760291354773592395107689426551763905,140502.58
82690471414536915305853967859373593347,89385.06
142055841811516579176066875087921080819,124834.836
166202509786522520403276854376573981756,117793.766
240806455223825601066471751913898393687,343982.88
233716437310532169585110874661780197792,172724.69
71063402938995908386040259035952263515,105393.016
36229242614265364689331802268450870435,124827.36
317003877300987031543735949602774664631,149822.8
191340490225964915667560462871290272477,103672.2
51038898305373222161360392103120644775,100298.234
274338784929767326134776034077931564569,42250.777
321890242054874337080912983116404430044,93589.13
226080034510856939343545789755663515741,111175.51
100723384733133038803595686849729443438,85547.1
100927701833483561012604839333376365967,120866.52
247325902919863398208533809739733450345,134978.83
237406738023116054297332994212779101762,207167.25
205929333459467797843727680418120712070,105650.734
19146802584371482646335453796056565472,119925.586
163729720602744536581424125256881955686,106545.07
49804492897965824309917999576575109943,77443.82
185388727120576192962044578331704781880,122093.01
123058071202194426895012035743219001289,68577.05
312520238576632598228440803890403767926,190828.42
95115376305329579596116091952819540944,214020.83
236058149806192010856041048366061411502,292758.7
280100323833114758402041431186321834554,231678.58
111323845618354678238449509665666921754,79800.62
271768350119338717085726429552307351513,172119.16
112811980260626751178346295878689225842,103089.54
11816836773910305654922516562702509285,150089.8
326443397774080143015942987386473362614,125716.01
61094470387692517430658936857237773615,105237.336
271430711389934751881245542422538886060,115054.805
10793201247411889809636817437272131033,152797.89
95845752449680162712716465067157216957,103160.51
198773178145633600393172759765838153280,83435.375
337911332169500827623023837842715209443,112827.805
128431809294439714066374506870596865658,127224.336
102250819729350387181204419558821346338,171717.55
268279231825124614977118617040225564894,114708.17
254788726454418026848612661956473006041,135328.92
320051429149046565946487150638690487102,138659.38
56918976805083191562686775712562787901,90518.4
27965491676304632863583002070175953285,100934.61
110794181032443041276195390933526430978,133380.62
337218857073158675145565099452779927207,66187.63
318213978354329609309219096352434754200,132012.97
44505838565514302890947462766459630825,105445.945
33953345146859114255252361343587553107,115806.43
253667004293469138359506658881745421425,125207.695
58220795848167908775736511950253582042,217926.4
180685890452228107025269446835283576857,207085.14
4981841939230810247513916071918835646,79739.484
64743845997576568132975627174418022111,103335.48
139838954657892100275223323319452551412,95705.93
134874112655017301518319033376348456390,125948.67
102681862174243475815008054404547171282,111984.695
212412735715701448918553959364902743590,100005.94
289992973011397366065912451858198557511,83250.15
130018796794999460418733581772491136381,98621.04
5023522060899272298790964759737135657,298812.3
82837565102144566682574514154056976223,118342.586
83655783920188568289903856934000602132,183974.92
318477286900467817983372753545782050155,243898.53
88891779121551351960035066933598121144,105626.484
248392248127418024607877745289882177886,422168.7
61806210876450921720738725944753767576,89293.56
210637949969470103305364826200394602668,111897.78
200860273409559762489754922126124460499,90134.13
23946811375191008332883552738373753322,102532.4
119386292301111555197618147236731869277,356837.47
174018995374369319486496364383519400162,101975.53
179448109797136395231481876631581397675,207075.86
120784178779993314234932187314204363984,169839.53
278603741132736716638289487307931011138,366550.8
253446872028041611190586273152902146891,93279.05
120271760678385755951064685613770292337,164398.8
337670103523368592515663277182832406729,94367.805
128277377790363812437154508460452213317,184367.31
183695530152749274490737747835695944248,139851.89
159619284576600326473829064884801139230,133383.36
128000611239707567695242476443268746435,301058.94
281740190896547727421175482334095689948,170580.28
333230651855393720010806493395286988133,155785.39
311831497248246451930231395333304258185,104650.17
88039151352780027989648561860228188881,122202.05
247929701892040130208049451383798628289,132840.77
22673544218895661317511238175261413259,92486.48
239563090628829040149113535161804103252,69955.31
284169409721499504818746288183274288076,102407.11
105615742735874062805844244813888664100,43541.31
198357667336958846069234212084186182715,56027.527
45240555661751897284173344721770837089,103264.15
300336449869719541152628709197421268523,272354.12
48765290108410689198627527385415944312,112748.84
119681516297721332107749826625614435127,124834.836
307772151905458043683301328356763634630,131734.98
137027334734151610828074716909421932070,123777.664
28207977344844330490204461677540439148,127043.125
119130678234225494136915168785644197842,72598.96
148976980754273140572945222658578432079,111916.58
41611963647092487683877674541003467809,68835.98
177732197031835706824403332206516306551,136119.97
100874201690462342491773650893779852232,91056.3
86492797382896578529450778609930870361,80692.44
316865842599939585643451808470960716316,150533.8
100759449049831626393100816650577650175,107440.16
75442930062857035184698520573255907420,233068.92
33059406063791470453382870552517627429,81451.375
203822771193132930494407216089620036302,100723.58
303818353920140393568977086360590929599,103262.234
301500245473958610443549900101400466402,74784.29
156254405908156426464423735905071086087,107626.04
212151510163972059047886298414642289590,72639.61
241910254944415000752169551715323587339,228351.11
36472811643322008210493233576368134069,72611.14
251204431779387849447114000224092345169,70458.664
267410964895111189053052562638507709968,102068.945
121572096139248640950851916578601468229,70751.266
317597703367201219344845637604350486925,149122.1
148612275731124805806897970061312361960,200862.88
198142592461100810990382287069473050450,118210.12
11286119718765541049791851561661099007,135131.77
135376802680250879343292963761062840238,84615.31
237268838344372418913762084833055479307,61932.16
184380446777945972346911494083630121801,153752.78
333158587985125966964490518885708721177,249824.14
84101259913872300747030069710576531866,49752.13
304393006180464617343377665015577501403,66676.34
119542110356801009030055402107506948986,110779.31
291290481881069055462480270825519437594,63262.62
322105189563178717025707596246780727949,276299.38
231368281118766353918636916615293601388,58053.066
79532318984493657164561873412284061221,120518.9
114835337661885615240052749970888237263,109222.84
137859315795402430371418977522669165001,50693.13
81159863560413824672014219813709311741,60844.95
337753814157075582613627938844965931729,224051.53
285777752812788660028138718177615049912,127145.73
160769082415035518917867012822285413977,86256.35
295441816995454167018897533312462315076,119171.85
66018762066032390240600345709743387759,175409.39
298199027468495569071274232638331451153,85905.46
31957283464425535952917827412308441117,85380.15
318773848605688206471307259644144549365,73457.51
139755276687475991448572203887242974307,108469.125
161269208620000804405576086996214520695,206429.48
70811891252692157022347216629588066357,59795.4
31121780825176179490915696816931033527,120498.13
166529984339107804169612041965498566836,320491.06
309081328797819721109615405135015057033,432289.7
7277521748293391699282010386393807471,115972.72
259383724127574089585738323411522443338,206137.83
215843138103250239251039366779487365075,86478.33
120052396172889225013345311427786109727,109332.64
161064470997551820403858079428248144875,54435.64
309157111036713761184493398899035095506,117336.016
307289065855642829700804869807412591990,106623.52
138969270737274509609198977467892474342,57540.34
216486588486886867921042703926996787386,98376.87
225487560084324622968974034079031537860,122941.29
205612561519888301429414207400253350241,130395.29
329834097355352278373802841743925847066,85168.13
296363892448997435754121045128098846687,70776.27
238692080165135632721982807866900733163,134625.1
148428841736706479769764091847958753067,118660.97
241933093333258142916210754296188482716,75992.97
206982540434092318704128502027199598444,89381.805
215071815144074754142377518011786193718,249465.62
190068723749300115206811667370343271842,96544.555
89634158761093058164292060909833551596,115893.24
267397995993867431483202231754079364768,112099.555
174696380995562212613058722443613630828,75576.24
278028292855581253984153783642108295505,56357.426
15653076910566763747104577869347123752,95980.4
37782894150279376912375991489886152995,273858.75
50732818923577025574367923505616846295,111112.805
329102656079504926469913833616556957220,209595.34
177856071311662869195813761829159103669,72500.28
73098380822412019907743468970609300643,100430.79
66743963330208018650412827499955034737,229321.05
332909043454540477891397935736441572189,119543.89
332488615708370666306853606738805662219,117168.164
309463612565987362041120638886492443520,137370.8
14478264618101829669615331221555133069,100278.5
23425183580033591554303349184948176286,164768.95
74299358709097370997126355604221435226,73925.54
69170912198204272862319883734391259069,98742.22
281599086444110493198616814526721393098,120009.445
25150999898191608049893436137480999916,144653.97
237090120279930961268396865953535881945,102219.09
120876493677962597094407869231543854683,240354.88
330414747952537591280940158366459986812,119473.98
177099416660655966316136201650031044573,61117.312
263490509508336624443116352548664650340,80354.47
230937296268344556349554127693157334515,98920.05
132609550168515709553429337028605463987,94144.38
85851551843437090170603051684265995238,233027.3
217943168011223463683794304260177677942,77065.195
26807690824636866850020891236487009088,117172.766
172956632225020634855087071046329893719,157282.53
176725492895391030011079352774042471046,85524.875
44209636841965953392866154804048298617,142028.78
83566605452528005590081649197383488953,296630.53
178267161613768138799814035387028582469,88308.37
58783024700098547097591278224802229538,165449.38
270994765362865755259052611994462010919,143794.52
5777445525037501598478526801481170031,285059.44
247380744720820292732095503155469160168,220290.56
29610276594517123836062563577271941064,231064.52
256921440388121188186841406000917092039,114640.11
321598503671665350169198491231126226352,120992.22
136989164512587067064887310148794748682,102716.52
24261440257027025724692956246849667445,174011.53
14313438057080000250994698783819303943,100466.09
88875512944652640636661332422199652083,120586.93
272289005358119928816816730724257017040,137556.38
55194348926157220830121844272884440643,196317.73
287483401561712377119780398640157145606,67110.32
173208699782029064168466240690216490283,61200.715
128176241977758352340122441193880724094,87371.33
94975892213174857502586719061802729200,138883.34
307037994518447156150130726568276204944,129706.984
218598306919761783740770186338346169995,121214.55
304436394418379505302826908532997856313,114555.39
150257835823177536314635270563075652912,111251.1
213724349232517805640530822531991340977,123963.91
223891687567287846956637493169112464388,119005.16
118030679961008383961921335382636604715,108894.266
239958113026669679501506898350090293324,296594.78
241963733236075495886733830526363594001,231917.03
92416465614927159784939825962741451647,125628.516
285404724640339562787304909114236984841,105993.04
27484391137963085289973803934561511731,96668.75
162188390491381080268110449421844145266,78373.41
53889498322227209477169120716579130018,291104.06
158779051701827182175175845045002497990,99534.38
73630983930635616355572585219026949391,126873.734
317988825074126236756688236053281884332,113738.72
185735085290188903376456114464716118326,132976.98
210087530358787064923775389117240329973,49468.55
58024625620890475961805093160589123997,134968.06
105261164055612510775631707305071234895,149468.14
78835132832003852495854464784122769893,138095.25
